CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,Tenure Group,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Monthly Charges Bucket,Total Charges,Churn
0468-YRPXN,male,0,no,no,29,25-48,yes,no,fiber optic,no,no,yes,yes,yes,yes,month-to-month,yes,credit card (automatic),98.8,90,2807.1,no
5996-NRVXR,male,1,yes,no,40,25-48,yes,no,fiber optic,yes,yes,yes,yes,yes,no,one year,yes,credit card (automatic),98.15,90,4116.8,no
3739-YBWAB,male,0,yes,no,36,25-48,no,No,dsl,yes,no,yes,no,no,no,one year,no,mailed check,35.35,30,1317.95,no
7047-FWEYA,female,0,yes,no,46,25-48,yes,yes,fiber optic,no,yes,no,yes,yes,yes,one year,yes,electronic check,103.15,100,4594.65,no
2000-MPKCA,female,0,no,no,58,49+,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,one year,yes,electronic check,107.75,100,6332.75,no
9762-YAQAA,male,0,no,no,39,25-48,yes,yes,fiber optic,no,yes,no,no,no,no,one year,no,credit card (automatic),81.4,80,3213.75,no
5949-EBSQK,male,0,yes,yes,4,0-12,yes,no,dsl,no,no,no,yes,no,yes,month-to-month,no,credit card (automatic),61.45,60,229.55,yes
5473-KHBPS,female,0,yes,yes,52,49+,yes,yes,fiber optic,no,yes,yes,no,yes,no,one year,yes,credit card (automatic),95.7,90,4976.15,no
0100-DUVFC,male,1,yes,no,70,49+,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,yes,electronic check,104.8,100,7308.95,no
5397-TUPSH,male,1,yes,no,65,49+,yes,no,fiber optic,no,no,no,no,no,no,one year,yes,bank transfer (automatic),70.95,70,4555.2,no
8950-MTZNV,male,0,no,no,1,0-12,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,44.95,40,44.95,no
0326-VDYXE,female,0,yes,no,70,49+,yes,yes,fiber optic,no,no,yes,no,yes,yes,one year,yes,electronic check,97.65,90,6982.5,no
6773-LQTVT,female,1,yes,yes,29,25-48,no,No,dsl,no,yes,yes,no,no,no,month-to-month,yes,mailed check,35.65,30,1025.15,no
7274-RTAPZ,male,0,no,no,1,0-12,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,90.55,90,90.55,yes
0436-TWFFZ,female,0,no,no,67,49+,yes,yes,dsl,yes,no,yes,yes,yes,yes,two year,yes,mailed check,85.25,80,5714.2,no
8566-YPRGL,female,0,no,no,1,0-12,yes,no,no,No,No,No,No,No,No,month-to-month,yes,mailed check,19.5,10,19.5,no
0311-UNPFF,female,0,no,no,26,25-48,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,bank transfer (automatic),88.8,80,2274.35,yes
6609-MXJHJ,female,0,yes,yes,30,25-48,yes,yes,no,No,No,No,No,No,No,two year,yes,mailed check,25.1,20,789.55,no
2669-OIDSD,female,0,yes,no,48,25-48,yes,no,fiber optic,no,no,yes,yes,yes,yes,month-to-month,yes,credit card (automatic),100.05,100,4834,no
8400-WZICQ,female,0,yes,yes,55,49+,yes,no,dsl,yes,yes,no,no,no,no,month-to-month,no,electronic check,55.7,50,3131.8,no
3834-XUIFC,male,0,no,no,7,0-12,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,mailed check,85.2,80,602.55,yes
9576-SYUHJ,male,0,no,no,37,25-48,yes,yes,fiber optic,yes,no,no,no,yes,no,month-to-month,yes,electronic check,91.15,90,3369.25,no
0410-IPFTY,female,0,yes,no,31,25-48,yes,no,fiber optic,no,yes,no,no,no,yes,month-to-month,yes,bank transfer (automatic),83.85,80,2674.15,no
2831-EBWRN,male,0,no,no,4,0-12,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,45.9,40,199.75,no
9430-NKQLY,male,0,yes,yes,72,49+,yes,yes,no,No,No,No,No,No,No,two year,yes,credit card (automatic),25.1,20,1790.8,no
8414-MYSHR,male,1,no,no,5,0-12,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,91.4,90,449.75,yes
0247-SLUJI,male,0,yes,yes,1,0-12,yes,no,no,No,No,No,No,No,No,month-to-month,no,mailed check,19.7,10,19.7,no
9402-ORRAH,female,1,no,no,15,13-24,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,91.5,90,1400.3,no
6483-OATDN,male,0,yes,yes,8,0-12,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,credit card (automatic),51.3,50,411.6,no
1293-HHSHJ,female,0,no,no,35,25-48,yes,no,no,No,No,No,No,No,No,one year,no,mailed check,21.1,20,741,no
4840-ORQXB,female,1,no,no,56,49+,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,no,electronic check,104.75,100,5841.35,no
7599-FKVXZ,male,0,yes,no,42,25-48,yes,yes,fiber optic,no,no,yes,yes,yes,yes,month-to-month,yes,bank transfer (automatic),106.15,100,4512.7,yes
3982-DQLUS,male,1,yes,yes,65,49+,yes,yes,fiber optic,yes,yes,no,no,no,no,month-to-month,yes,electronic check,85.75,80,5688.45,no
8610-ZIKJJ,female,0,yes,yes,2,0-12,yes,no,no,No,No,No,No,No,No,one year,no,mailed check,20.3,20,31.9,no
3756-VNWDH,male,1,yes,no,65,49+,yes,yes,fiber optic,yes,no,no,no,yes,yes,one year,yes,electronic check,100.75,100,6674.65,no
7801-KICAO,female,0,no,no,18,13-24,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,74.15,70,1345.75,no
7673-LPRNY,female,0,no,no,23,13-24,yes,yes,dsl,yes,no,yes,no,yes,yes,one year,yes,electronic check,78.55,70,1843.05,no
8229-TNIQA,female,0,no,no,4,0-12,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,45.3,40,196.95,yes
6060-QBMGV,male,0,yes,no,70,49+,yes,no,no,No,No,No,No,No,No,two year,no,credit card (automatic),19.85,10,1433.8,no
7339-POGZN,female,0,no,no,4,0-12,yes,yes,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,50.7,50,214.55,no
2828-SLQPF,male,0,no,no,19,13-24,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),45,40,865.85,no
4465-VDKIQ,female,0,no,no,18,13-24,yes,no,fiber optic,no,yes,yes,no,no,no,month-to-month,no,electronic check,77.8,70,1358.6,no
2921-XWDJH,female,1,yes,no,38,25-48,yes,no,fiber optic,yes,no,no,no,no,yes,month-to-month,yes,electronic check,83.45,80,3147.15,no
6221-AVQYL,male,0,no,no,2,0-12,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,credit card (automatic),73.25,70,131.05,yes
2558-BUOZZ,male,0,no,no,47,25-48,yes,yes,fiber optic,yes,yes,no,no,yes,no,one year,no,bank transfer (automatic),94.8,90,4535.85,no
9257-AZMTZ,female,0,yes,yes,52,49+,yes,no,no,No,No,No,No,No,No,two year,no,bank transfer (automatic),20.1,20,1078.75,no
0003-MKNFE,male,0,no,no,9,0-12,yes,yes,dsl,no,no,no,no,no,yes,month-to-month,no,mailed check,59.9,50,542.4,no
0975-UYDTX,female,0,yes,no,26,25-48,yes,yes,dsl,yes,yes,yes,yes,yes,yes,one year,yes,credit card (automatic),90.1,90,2312.55,no
7743-EXURX,male,0,yes,yes,8,0-12,yes,no,dsl,no,no,yes,no,no,no,month-to-month,yes,electronic check,51.05,50,415.05,yes
4682-BLBUC,male,0,yes,no,44,25-48,yes,no,dsl,no,yes,yes,yes,yes,no,one year,yes,electronic check,70.95,70,3250.45,no
0975-VOOVL,female,0,no,no,3,0-12,no,No,dsl,no,yes,no,no,no,no,month-to-month,no,mailed check,29.2,20,98.5,no
5968-VXZLG,male,0,no,no,2,0-12,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),46.6,40,87.9,no
5569-KGJHX,female,0,yes,yes,9,0-12,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,bank transfer (automatic),85.35,80,754.65,yes
4988-IQIGL,male,1,no,no,1,0-12,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,75.35,70,75.35,yes
5201-FRKKS,male,0,no,no,25,25-48,yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,no,bank transfer (automatic),74.3,70,1952.25,no
9799-CAYJJ,female,1,yes,no,2,0-12,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69.3,60,153.8,no
7730-IUTDZ,male,0,no,no,43,25-48,yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,yes,electronic check,75.2,70,3198.6,yes
0426-TIRNE,female,0,no,no,1,0-12,yes,no,no,No,No,No,No,No,No,month-to-month,no,mailed check,20.9,20,20.9,yes
5443-SCMKX,female,0,yes,no,58,49+,yes,yes,fiber optic,no,yes,yes,no,no,yes,one year,yes,electronic check,94.3,90,5610.15,no
8295-KMENE,female,0,yes,yes,59,49+,yes,yes,dsl,yes,no,yes,yes,yes,no,two year,yes,mailed check,76.45,70,4519.5,no
6738-ISCBM,male,0,no,no,44,25-48,no,No,dsl,yes,no,yes,no,yes,yes,one year,yes,electronic check,54,50,2440.25,no
9821-BESNZ,male,0,no,no,66,49+,yes,yes,fiber optic,no,yes,no,yes,yes,yes,one year,yes,electronic check,104.25,100,6860.6,no
3678-MNGZX,male,0,yes,yes,68,49+,yes,no,no,No,No,No,No,No,No,two year,no,bank transfer (automatic),19.95,10,1377.7,no
1335-NTIUC,male,0,no,no,9,0-12,no,No,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,24.95,20,190.25,no
2916-BQZLN,male,0,no,no,19,13-24,yes,yes,fiber optic,yes,no,yes,no,no,no,month-to-month,yes,electronic check,84.75,80,1651.95,no
4558-CGYCZ,male,0,no,no,4,0-12,yes,no,no,No,No,No,No,No,No,month-to-month,no,mailed check,19.75,10,78.3,no
2368-GAKKQ,female,0,no,no,70,49+,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),113.65,110,7939.25,no
8710-YGLWG,male,0,no,no,1,0-12,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,44.9,40,44.9,no
3199-XGZCY,female,0,no,no,8,0-12,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,75.25,70,576.7,no
3785-KTYSH,male,0,no,no,53,49+,yes,yes,no,No,No,No,No,No,No,two year,no,mailed check,24.6,20,1279,no
6814-ZPWFQ,male,1,no,no,51,49+,yes,yes,no,No,No,No,No,No,No,one year,no,bank transfer (automatic),25,20,1260.7,no
4063-EIKNQ,male,0,yes,yes,11,0-12,yes,no,no,No,No,No,No,No,No,month-to-month,no,bank transfer (automatic),20.95,20,267.35,no
6993-YCOBK,male,0,yes,yes,60,49+,yes,yes,fiber optic,yes,no,yes,yes,yes,yes,two year,yes,electronic check,110.6,110,6586.85,no
5206-HPJKM,male,0,no,no,17,13-24,yes,no,dsl,yes,yes,no,no,no,no,month-to-month,yes,credit card (automatic),55.5,50,934.15,no
7587-RZNME,male,0,no,no,3,0-12,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,43.3,40,123.65,yes
0748-RDGGM,male,0,yes,no,70,49+,yes,no,fiber optic,yes,yes,yes,yes,yes,yes,one year,yes,bank transfer (automatic),109.5,100,7534.65,yes
8393-JMVMB,male,0,no,no,1,0-12,yes,no,no,No,No,No,No,No,No,month-to-month,no,mailed check,19.45,10,19.45,no
5019-GQVCR,male,1,no,no,43,25-48,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,84.85,80,3645.6,no
6036-TTFYU,female,0,yes,no,16,13-24,yes,no,no,No,No,No,No,No,No,month-to-month,no,mailed check,19.6,10,314.45,no
2550-AEVRU,female,0,yes,yes,57,49+,yes,no,dsl,yes,yes,no,no,no,no,one year,no,electronic check,53.45,50,3053,no
0969-RGKCU,male,0,yes,yes,37,25-48,yes,no,no,No,No,No,No,No,No,one year,no,credit card (automatic),19.8,10,677.05,no
0378-CJKPV,female,0,yes,no,72,49+,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),112.1,110,7965.95,no
4706-AXVKM,female,1,no,no,11,0-12,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,credit card (automatic),84.8,80,906.85,yes
5889-JTMUL,female,1,yes,no,50,49+,yes,yes,fiber optic,no,yes,yes,no,yes,no,month-to-month,yes,electronic check,95.05,90,4888.7,yes
9026-RNUJS,male,1,no,no,5,0-12,yes,no,dsl,no,no,yes,no,no,no,month-to-month,no,electronic check,50.35,50,237.25,yes
3746-EUBYR,male,0,yes,no,1,0-12,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),74.6,70,74.6,yes
2332-EFBJY,male,0,no,no,16,13-24,yes,no,no,No,No,No,No,No,No,month-to-month,yes,mailed check,19.7,10,342.4,yes
2880-FPNAE,male,1,yes,no,2,0-12,yes,no,fiber optic,no,no,yes,no,no,no,month-to-month,yes,electronic check,74.2,70,140.1,no
1703-MGIAB,female,0,no,no,17,13-24,yes,yes,dsl,no,no,yes,yes,yes,no,month-to-month,yes,mailed check,69,60,1108,no
4311-QTTAI,female,0,no,no,16,13-24,yes,no,no,No,No,No,No,No,No,one year,no,credit card (automatic),19.35,10,295.55,no
9474-PHLYD,female,0,no,no,15,13-24,yes,no,dsl,no,no,yes,no,no,yes,month-to-month,yes,electronic check,59.45,50,892.65,yes
4318-RAJVY,female,0,no,no,10,0-12,yes,no,no,No,No,No,No,No,No,one year,yes,mailed check,19.8,10,198.25,no
2165-VOEGB,female,0,no,yes,46,25-48,yes,no,fiber optic,yes,yes,no,yes,yes,yes,one year,yes,bank transfer (automatic),105.2,100,4822.85,yes
3612-YUNGG,male,0,yes,yes,64,49+,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),109.2,100,6741.15,no
2254-DLXRI,female,0,no,no,1,0-12,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,mailed check,79.15,70,79.15,no
5062-CJJKH,male,0,yes,yes,25,25-48,yes,no,dsl,no,yes,yes,no,no,no,one year,no,mailed check,53.65,50,1355.45,no
9028-LIHRP,male,0,yes,yes,71,49+,yes,no,fiber optic,yes,yes,yes,yes,yes,no,two year,no,credit card (automatic),100.2,100,7209,no
2219-MVUSO,male,0,no,no,8,0-12,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,45.15,40,438.4,yes
1053-MXTTK,female,0,yes,yes,72,49+,yes,no,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),108.65,100,7726.35,no
1530-ZTDOZ,female,0,yes,no,49,49+,no,No,dsl,yes,no,no,no,yes,no,month-to-month,no,bank transfer (automatic),40.65,40,2070.75,no
1301-LOPVR,male,0,yes,yes,29,25-48,no,No,dsl,yes,yes,yes,yes,no,yes,one year,yes,credit card (automatic),55.35,50,1636.95,no
0853-TWRVK,male,0,yes,no,72,49+,yes,yes,fiber optic,yes,yes,yes,yes,no,yes,two year,no,bank transfer (automatic),105.6,100,7581.5,no
8914-RBTSB,male,0,yes,no,31,25-48,yes,yes,fiber optic,no,yes,yes,no,yes,no,month-to-month,no,electronic check,93.8,90,3019.5,yes
6212-ATMLK,female,0,no,no,50,49+,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,95.7,90,4729.75,no
8200-LGKSR,male,0,yes,no,71,49+,yes,yes,dsl,yes,no,yes,yes,yes,yes,two year,no,electronic check,83.2,80,6126.1,no
1568-BEKZM,male,1,yes,no,70,49+,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),90.05,90,6333.4,no
0670-ANMUU,male,0,no,no,71,49+,yes,yes,fiber optic,yes,no,no,yes,no,yes,one year,no,credit card (automatic),97.65,90,6687.85,no
6897-RWMUB,male,0,yes,yes,61,49+,yes,no,dsl,yes,yes,yes,yes,no,no,two year,yes,bank transfer (automatic),68.05,60,4158.25,no
0963-ZBDRN,male,0,no,no,32,25-48,yes,no,fiber optic,no,no,no,yes,yes,yes,month-to-month,yes,electronic check,96.2,90,3183.4,yes
7594-RQHXR,female,0,no,yes,1,0-12,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,79.6,70,79.6,yes
6999-CHVCF,male,0,no,no,68,49+,yes,yes,fiber optic,yes,yes,yes,no,no,yes,two year,yes,bank transfer (automatic),102.1,100,7149.35,no
6134-KWTBV,male,0,no,no,62,49+,yes,yes,no,No,No,No,No,No,No,two year,no,bank transfer (automatic),23.4,20,1429.65,no
1077-HUUJM,female,0,no,yes,7,0-12,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,71.05,70,472.65,no
6331-EWIEB,male,0,no,no,20,13-24,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,85.25,80,1734.5,yes
0895-LNKRC,male,0,yes,yes,6,0-12,yes,no,no,No,No,No,No,No,No,one year,no,mailed check,19.45,10,113.5,no
2045-BMBTJ,female,1,no,no,33,25-48,no,No,dsl,yes,yes,yes,no,yes,yes,month-to-month,yes,bank transfer (automatic),59.45,50,1884.65,no
8417-GSODA,male,0,yes,yes,28,25-48,yes,yes,fiber optic,no,no,no,no,yes,yes,one year,no,bank transfer (automatic),92.2,90,2568.15,no
5171-EPLKN,male,0,no,no,27,25-48,yes,no,no,No,No,No,No,No,No,two year,no,credit card (automatic),19.85,10,470,no
4452-QIIEB,male,0,no,no,7,0-12,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,43.9,40,278.4,no
5998-VVEJY,male,0,no,no,26,25-48,yes,yes,fiber optic,no,no,no,yes,no,no,month-to-month,yes,electronic check,80.5,80,2088.8,yes
1624-NALOJ,male,1,no,no,5,0-12,yes,yes,fiber optic,no,yes,no,no,no,yes,month-to-month,yes,electronic check,89.8,80,502.6,yes
6741-EGCBI,male,1,no,no,30,25-48,yes,yes,fiber optic,yes,no,no,no,no,yes,month-to-month,yes,credit card (automatic),90.5,90,2595.85,no
7820-ZYGNY,male,0,no,no,63,49+,yes,yes,fiber optic,no,yes,no,no,no,yes,one year,no,credit card (automatic),90.45,90,5825.5,no
4317-VTEOA,male,0,no,no,1,0-12,yes,no,dsl,no,yes,no,no,no,no,month-to-month,yes,electronic check,50.75,50,50.75,yes
9677-AVKED,female,0,no,yes,53,49+,yes,yes,dsl,no,yes,yes,yes,yes,yes,one year,yes,electronic check,84.6,80,4449.75,no
1670-SVOWZ,female,0,yes,yes,14,13-24,yes,no,fiber optic,no,yes,no,yes,no,yes,month-to-month,yes,credit card (automatic),89.65,80,1208.35,yes
2227-JRSJX,female,0,no,no,21,13-24,yes,no,fiber optic,no,yes,no,yes,yes,yes,month-to-month,yes,bank transfer (automatic),99.15,90,1956.4,no
9847-HNVGP,male,0,no,no,17,13-24,yes,no,no,No,No,No,No,No,No,one year,no,mailed check,19.95,10,310.6,no
6696-YDAYZ,male,0,yes,yes,16,13-24,yes,no,no,No,No,No,No,No,No,two year,no,mailed check,20.5,20,290.55,no
8980-WQFWL,female,0,no,no,35,25-48,yes,no,dsl,no,no,yes,no,no,yes,month-to-month,yes,electronic check,62.1,60,2096.1,no
1730-ZMAME,female,1,no,no,32,25-48,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,79.5,70,2665,no
6506-EYCNH,female,0,yes,yes,28,25-48,yes,no,no,No,No,No,No,No,No,month-to-month,yes,bank transfer (automatic),19.55,10,543.8,no
4634-JLRJT,female,0,no,no,1,0-12,yes,no,no,No,No,No,No,No,No,month-to-month,yes,mailed check,20.35,20,20.35,no
9501-UKKNL,male,0,no,no,59,49+,no,No,dsl,no,no,no,yes,yes,yes,month-to-month,yes,electronic check,51.7,50,3005.8,no
2560-QTSBS,female,0,yes,yes,72,49+,yes,yes,no,No,No,No,No,No,No,one year,yes,bank transfer (automatic),23.3,20,1623.15,no
7541-YLXCL,male,0,no,no,36,25-48,yes,no,dsl,no,yes,no,yes,no,yes,one year,yes,mailed check,65.4,60,2498.4,yes
4795-WRNVT,female,0,no,no,40,25-48,yes,no,dsl,yes,yes,no,no,yes,no,month-to-month,no,mailed check,65.1,60,2586,no
6080-TCMYC,male,0,yes,yes,40,25-48,yes,yes,fiber optic,no,no,yes,no,no,no,month-to-month,yes,electronic check,81.2,80,3292.3,no
0260-ZDLGK,female,0,no,yes,9,0-12,yes,no,dsl,no,no,yes,yes,yes,yes,month-to-month,yes,mailed check,72.9,70,651.4,yes
7860-UXCRM,male,0,yes,yes,63,49+,yes,no,dsl,yes,yes,yes,yes,yes,no,two year,no,credit card (automatic),74.5,70,4674.55,no
6357-JJPQT,female,0,no,no,3,0-12,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,80.5,80,232.35,no
2292-XQWSV,male,0,yes,yes,40,25-48,no,No,dsl,no,yes,yes,yes,yes,yes,one year,no,mailed check,60.3,60,2448.5,no
9552-TGUZV,male,0,yes,no,8,0-12,yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,yes,mailed check,75,70,658.1,no
5913-INRQV,male,1,yes,no,34,25-48,yes,no,fiber optic,yes,no,no,yes,yes,no,one year,no,mailed check,90.15,90,3128.8,no
8722-NGNBH,male,0,no,no,5,0-12,no,No,dsl,yes,no,yes,yes,no,no,month-to-month,no,mailed check,40,40,223.45,yes
6210-KBBPI,male,1,no,no,9,0-12,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,credit card (automatic),99.45,90,919.4,yes
9643-YBLUR,male,0,yes,no,9,0-12,yes,yes,dsl,no,yes,yes,no,no,yes,month-to-month,yes,credit card (automatic),69.05,60,653.95,no
8734-FNWVH,male,0,yes,yes,31,25-48,yes,yes,dsl,no,no,no,no,no,yes,month-to-month,no,bank transfer (automatic),59.7,50,1825.5,no
9447-YPTBX,female,0,yes,no,50,49+,yes,no,no,No,No,No,No,No,No,one year,yes,bank transfer (automatic),19.85,10,943.1,no
0133-BMFZO,female,0,no,no,2,0-12,yes,no,fiber optic,yes,yes,no,yes,no,no,month-to-month,yes,electronic check,86.25,80,181.65,yes
6128-CZOMY,female,0,no,no,1,0-12,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,45.65,40,45.65,yes
9540-JYROE,male,0,no,no,8,0-12,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,mailed check,70.1,70,551.35,yes
9026-LHEVG,female,0,no,no,9,0-12,no,No,dsl,no,yes,no,no,no,yes,month-to-month,no,electronic check,40.75,40,359.4,no
2260-USTRB,female,1,no,no,2,0-12,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),70.2,70,115.95,yes
3656-TKRVZ,female,0,no,no,3,0-12,yes,no,dsl,yes,yes,no,no,no,no,month-to-month,no,electronic check,55.35,50,165.2,yes
7011-CVEUC,male,0,yes,no,25,25-48,yes,no,fiber optic,no,no,no,yes,yes,yes,month-to-month,yes,credit card (automatic),95.7,90,2338.35,no
6185-TASNN,male,1,no,no,1,0-12,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,46.3,40,46.3,no
7925-PNRGI,female,0,yes,yes,45,25-48,yes,yes,dsl,yes,yes,yes,yes,yes,no,month-to-month,no,mailed check,81.3,80,3541.1,no
8623-TMRBY,male,1,yes,yes,51,49+,yes,yes,fiber optic,no,yes,yes,no,no,no,month-to-month,yes,electronic check,84.2,80,4146.05,yes
1552-CZCLL,female,0,yes,yes,55,49+,yes,no,no,No,No,No,No,No,No,month-to-month,no,credit card (automatic),20,20,1087.25,no
3038-PQIUY,female,0,no,no,38,25-48,yes,yes,dsl,yes,yes,yes,no,no,no,month-to-month,yes,bank transfer (automatic),66.15,60,2522.4,no
1501-SGHBW,male,0,no,no,2,0-12,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,45.85,40,81,yes
9313-CDOGY,male,0,yes,yes,38,25-48,yes,no,no,No,No,No,No,No,No,month-to-month,no,electronic check,19.6,10,717.3,no
8148-BPLZQ,male,0,no,no,34,25-48,yes,no,dsl,no,yes,no,no,no,no,month-to-month,yes,electronic check,49.8,40,1734.2,no
2623-DRYAM,female,0,yes,no,70,49+,yes,yes,fiber optic,no,no,yes,no,yes,yes,one year,yes,electronic check,101.75,100,7069.3,no
9987-LUTYD,female,0,no,no,13,13-24,yes,no,dsl,yes,no,no,yes,no,no,one year,no,mailed check,55.15,50,742.9,no
3208-YPIOE,male,0,no,no,39,25-48,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,no,electronic check,75.25,70,3017.65,yes
4488-KQFDT,female,0,no,no,61,49+,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,yes,electronic check,103.95,100,6423,no
2612-RANWT,female,0,no,no,12,0-12,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,bank transfer (automatic),100.15,100,1164.3,yes
5693-PIPCS,male,0,no,no,41,25-48,yes,no,fiber optic,no,yes,no,yes,yes,yes,two year,yes,credit card (automatic),99.65,90,4220.35,no
0491-KAPQG,male,0,no,no,21,13-24,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,73.7,70,1558.7,no
1925-LFCZZ,male,1,no,no,55,49+,no,No,dsl,no,no,yes,no,yes,yes,one year,yes,bank transfer (automatic),50.05,50,2743.45,no
8039-EQPIM,male,0,yes,no,69,49+,no,No,dsl,yes,no,yes,yes,yes,yes,two year,no,bank transfer (automatic),60.25,60,4055.5,no
6900-PXRMS,male,1,yes,yes,26,25-48,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,no,electronic check,105.75,100,2710.25,yes
8707-RMEZH,female,1,yes,no,69,49+,yes,no,fiber optic,yes,yes,no,no,no,yes,one year,no,credit card (automatic),87.3,80,6055.55,no
3346-BRMIS,female,1,yes,no,18,13-24,no,No,dsl,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,48.35,40,810.7,yes
3209-ZPKFI,male,0,yes,yes,47,25-48,yes,yes,dsl,no,yes,no,no,no,no,month-to-month,no,electronic check,54.25,50,2538.2,no
6479-VDGRK,female,0,yes,yes,72,49+,yes,no,dsl,yes,yes,yes,yes,yes,yes,two year,no,bank transfer (automatic),85.3,80,6129.2,no
9373-WSLOY,male,1,yes,no,33,25-48,no,No,dsl,no,yes,yes,yes,yes,no,month-to-month,yes,electronic check,50,50,1750.85,no
2933-FILNV,female,0,yes,yes,2,0-12,no,No,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,24.4,20,36.55,yes
3569-JFODW,female,0,yes,yes,72,49+,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),90.95,90,6652.45,no
9819-FBNSV,male,1,yes,no,37,25-48,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),72.25,70,2575.45,no
9544-PYPSJ,female,1,yes,yes,62,49+,yes,yes,fiber optic,no,yes,yes,no,no,yes,month-to-month,yes,credit card (automatic),96.1,90,6019.35,no
1591-XWLGB,female,0,yes,no,71,49+,yes,no,no,No,No,No,No,No,No,two year,no,credit card (automatic),19.85,10,1379.6,no
0396-UKGAI,male,0,no,yes,23,13-24,yes,no,dsl,no,yes,no,yes,no,no,month-to-month,yes,bank transfer (automatic),55.3,50,1284.2,no
3243-ZHOHY,female,0,no,no,16,13-24,yes,no,no,No,No,No,No,No,No,one year,no,mailed check,20.1,20,296.15,no
